"HI_number","Correction_note","Format","Source_Tape_Generation","Mastering Offset Timecode","Run_Time","Series_Title","Meeting_Information","Title","Alternate_Titles","Date_of_Production","Location_Venue","Language","Main_Production_Credits","Additional_Production_Credits","Participants","Performers","Worktypes","Performance_Genres","Summary","Subjects","Rights_Holder","Broadcast_Note","Note_to_Cataloger"
"HI2007.197_01","Corrections made to fields 440, 245, 518, 260, 508, 511, 520, 653, and 655.","Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: Maxell T-60","original recording",,,,,"Baile Cangrejero / $c Pregones Theater, producer ; Pregones Theater, collective creation ; Julia De Burgos, texts and poems by ; Manuel del Cabral, texts and poems by ; Alvan Colón Lespier, texts and poems by ; Nicolás Guillén, texts and poems by ; Luis Palés Matos, texts and poems by ; Rosalba Rolón, texts and poems by ; Nicomedes Santa Cruz, texts and poems by ; Fortunato Vizcarrondo, texts and poems by ; Jorge B. Merced, adapted for the stage by ; Ricardo Pons, music by ; Alvan Colón Lespier, director ; Jorge B. Merced, director ;  Jorge B. Merced, choreography by.",,"1995 Dec..","HI","English and Spanish","Pregones Theater, sets by ; Pregones Theater, lighting by ; Pregones Theater, costumes by.",,"Jorge B. Merced, cast ; Judith Rivera, cast ; Desmar Guevara, musician ; Ricardo Pons, musician ; Waldo Chavez, musician ; Alberto Toro, musician ; Los Pleneros de la 21, with Tito Cepeda, Juan Gutiérrez, José Rivera and Nelly Tanco, special guest musicians.",,"Performance| Theater| Latino theater| Musical theater| Puerto Rican theater",,"‘Baile Cangrejero’ is a musical/theater spectacle in celebration of Afro-Latino poetry, music and dance. The writers featured in the production are internationally recognized as some of the major poets of Afro-Latino literature. Through their work they have given eloquent artistic voices to the experiences, struggles, joys and pride of people of African descent in the Americas. The production centers around a fictitious poet named Nicolás, portrayed by award winning actor Jorge B. Merced, who takes the audience on a journey in search of his true surname; that of a Mestizo. To the popular rhythms of bomba and plena, Merced is accompanied by Judith Rivera on vocals and narration and guest stars Los Pleneros de la 21. Founded in 1979 and based in The Bronx, New York City, Pregones Theater (http://www.pregones.org) has performed in more than 400 cities and 13 countries. The company enjoys citywide recognition for their lasting contributions to the performing arts field and are recipients of numerous distinctions including current Leading National Ensemble Theatre Designation from the Doris Duke Charitable Foundation and the Andrew W. Mellon Foundation, Primary Cultural Institution Designation from the New York State Council on the Arts, the New York State Governor’s Arts Award, the Culture & Humanities Award from the Center for Puerto Rican Studies, numerous artist and production awards, as well as invitations to appear at international festivals and events. Over the years Pregones has developed a style that combines theater, music and movement, oral and written traditions, and a signature urban sensibility. The ensemble draws from popular Puerto Rican artistic expressions and literature to create and stage its work. Today, Pregones has grown to be one of the leading Puerto Rican/Latino theater theaters in the United States. From migrations to indigenous mythologies to subway stories, the company’s repertoire covers a growing sample of Latino experiences and identities.","Pregones Theater| Puerto Rican/Latino theater| Afro-Latino| Mestizo","Rosalba Rolón",,
"HI2007.198_01","Corrections made to fields 440, 245, 518, 260, 508, 511, 520, 653, and 655.","Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP","original recording",,,,,"La Otra Orilla / $c Pregones Theater, producer ; Pregones Theater, collective creation ; Eusebio Colange, based on the original play 'Obra póstuma' by ; Alvan Colón Lespier, director ; Ricardo Pons, music by ; Raúl Romero, music by.",,"1996 June.","HI","English and Spanish","Regina García, sets by ; Alvan Colón Lespier, lights by ; Pregones Theater, costumes by.",,"Jorge B. Merced, cast ; Judith Rivera, cast ; Rosalba Rolón, cast ; Ricardo Pons, musician ; Raúl Romero, musician ; Roxana Riera Gata, musician.",,"Performance| Theater| Latino theater| Puerto Rican theater| Political performance",,"In the eye of a storm, far from anywhere, a man and a woman hang on to life. The decision at hand: reach the other shore, return, or abandon all hope. ‘La otra orilla’ is based on the play ‘Obra póstuma’ by Eusebio Colange, resident playwright of the theater group La Zaranda in Jerez de la Frontera, Spain. It is inspired in the tragedy of many lives lost in the Caribbean waters. Pregones infuses the playwright’s words with the company’s signature live music and physical vocabulary, and creates new characters anchored in the experience/history of Latinos in the U.S. ‘This work means a lot to us, as it addresses painful issues connected to migration. Thousands of Puerto Ricans have left Puerto Rico over the years, many other thousands have gone back. Many have been born here and with to connect with their other shore. Many don’t want to leave at all. Hundreds of Dominican, Cuban and Haitian people die as their boats sink in the Caribbean waters; many of them also make it to the other shore. Collectively, we have proven that we rise against adversity, our resistance growing each day. We hope that the play will touch our audience, and that, wherever your other shore may be, you be happy with the discovery.’ The production was premiered at the Repertory Theater of Hostos Center for the Arts & Culture in The Bronx, on June, 1996. Founded in 1979 and based in The Bronx, New York City, Pregones Theater (http://www.pregones.org) has performed in more than 400 cities and 13 countries. The company enjoys citywide recognition for their lasting contributions to the performing arts field and are recipients of numerous distinctions including current Leading National Ensemble Theatre Designation from the Doris Duke Charitable Foundation and the Andrew W. Mellon Foundation, Primary Cultural Institution Designation from the New York State Council on the Arts, the New York State Governor’s Arts Award, the Culture & Humanities Award from the Center for Puerto Rican Studies, numerous artist and production awards, as well as invitations to appear at international festivals and events. Over the years Pregones has developed a style that combines theater, music and movement, oral and written traditions, and a signature urban sensibility. The ensemble draws from popular Puerto Rican artistic expressions and literature to create and stage its work. Today, Pregones has grown to be one of the leading Puerto Rican/Latino theater theaters in the United States. From migrations to indigenous mythologies to subway stories, the company’s repertoire covers a growing sample of Latino experiences and identities.","Pregones Theater| Puerto Rican/ Latino theater| Colange, Eusebio| Migration| Latinos in the United States","Rosalba Rolón",,
"HI2007.199_01","Corrections made to fields 440, 245, 518, 260, 508, 511, 520, 653, and 655.","Media source original:$e1 videocassette (VHS) ; dimensions: 1/2 in. SP; film brand description: TDK T-120 ORV","original recording",,,,,"Promise of a Love Song / $c Pregones Theater, producer ; Junebug Productions, producer ; Roadside Theater, producer ; Junebug Productions, Pregones Theater & Roadside Theater, collective creation ; John O’Neal, texts by ; Ron Short, texts by ; Rosalba Rolón (as dramaturg to ‘Silent Dancing’ by Judith Ortíz Cofer), texts by ; Desmar Guevara, music composed by ; Donald Harrison Jr., music composed by ; Ricardo Pons, music composed by ; Ron Short, music composed by; Ron Short, song lyrics and music by ; Steven Kent, director ; Rosalba Rolón, director ; Nicole McClendon, production manager.",,"2001 Dec..","HI","English and Spanish","Douglas D. Smith, lights & sets by ; Theresa R. Holden, costumes by.",,"Troy Bechet, cast ; John O’Neal, cast ; Andrew Bahan, cast ; José J. García, cast ; Soldanela Rivera, cast ; Kim Neal, cast ; Ron Short, cast ; Donald Harrison Jr., musician ; Waldo Chávez, musician ; Desmar Guevara, musician ; Ricardo Pons, musician ; Ron Short, musician ; Ricky Sebastian, musician.",,"Performance| Theater| Puerto Rican / Latino theater| African American theater",,"‘Promise of a Love Song’ is a collaborative play developed from a four-year exchange between Roadside Theater of Kentucky, Junebug Productions of New Orleans, and Pregones Theater of the South Bronx, and their home communities.  A cast of twelve musicians and actors from the three companies meet on stage to discover how rhythms, music, movement and stories illuminate the strengths, struggles, similarities, and differences of three peoples – African American, Puerto Rican, and Appalachian. It is a play about love; a tapestry of stories told from very specific realities and worlds. The stories are: ‘Star-Crossed Lovers’ (Junebug Productions), ‘Silent Dancing’ (Pregones Theater), and ‘Charming Billy’ (Roadside Theater). Founded in 1979 and based in The Bronx, New York City, Pregones Theater (http://www.pregones.org) has performed in more than 400 cities and 13 countries. The company enjoys citywide recognition for their lasting contributions to the performing arts field and are recipients of numerous distinctions including current Leading National Ensemble Theatre Designation from the Doris Duke Charitable Foundation and the Andrew W. Mellon Foundation, Primary Cultural Institution Designation from the New York State Council on the Arts, the New York State Governor’s Arts Award, the Culture & Humanities Award from the Center for Puerto Rican Studies, numerous artist and production awards, as well as invitations to appear at international festivals and events. Over the years Pregones has developed a style that combines theater, music and movement, oral and written traditions, and a signature urban sensibility. The ensemble draws from popular Puerto Rican artistic expressions and literature to create and stage its work. Today, Pregones has grown to be one of the leading Puerto Rican/Latino theater theaters in the United States. From migrations to indigenous mythologies to subway stories, the company’s repertoire covers a growing sample of Latino experiences and identities. Founded in 1979 and based in The Bronx, New York City, Pregones Theater (http://www.pregones.org) has performed in more than 400 cities and 13 countries. The company enjoys citywide recognition for their lasting contributions to the performing arts field and are recipients of numerous distinctions including current Leading National Ensemble Theatre Designation from the Doris Duke Charitable Foundation and the Andrew W. Mellon Foundation, Primary Cultural Institution Designation from the New York State Council on the Arts, the New York State Governor’s Arts Award, the Culture & Humanities Award from the Center for Puerto Rican Studies, numerous artist and production awards, as well as invitations to appear at international festivals and events. Over the years Pregones has developed a style that combines theater, music and movement, oral and written traditions, and a signature urban sensibility. The ensemble draws from popular Puerto Rican artistic expressions and literature to create and stage its work. Today, Pregones has grown to be one of the leading Puerto Rican/Latino theater theaters in the United States. From migrations to indigenous mythologies to subway stories, the company’s repertoire covers a growing sample of Latino experiences and identities.","Pregones Theater| Roadside Theater| Junebug Productions| Storytelling| Intercultural theater","Rosalba Rolón",,
"HI2007.200_01","Corrections made to fields 'Episode part _ of _,' 245, 246, 518, 260, 508, 511, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"Nada que ver (composiciones escénicas sobre el yo) / $c Teresa Hernández, producer ; Taller de Otra Cosa, Inc., producer ; Producciones Teresa, no inc., producer ; Teresa Hernández, director ; Teresa Hernández, creator ; Teresa Hernández, writer.","Nada que ver","2006 Dec. 7.","HI","Spanish","Pedro Leopoldo Sánchez Tormes, assistant director ; Pedro Leopoldo Sánchez Tormes, production assistant ; Yamil Collazo, set design ; Eduardo Alegría, visuals ; Gisela Rosario, visuals ; Miguel Villafañe, visuals ; Deborah Hunt, tech director ; Viveca Vázquez, artistic consultant.",,"Teresa Hernández, protagonist ; Pedro Leopoldo Sánchez Tormes, guest performer.",,"Performance| Multimedia performance| Experimental performing arts",,"‘Nada que ver (composiciones escénicas sobre el yo)’ is a multimediaone-woman piece created and performed by Teresa Hernández exploring thetheme of Self. Seduced by the contradictions at play in theimpossibility of speaking of ‘self’ without referencing an ‘other,'the artist performs seven skits (divided in two acts, ‘Post-infarto’and ‘Parada’) combining monologues, experimental dance, and video, as asort of autobiography-in-flux, an exercise that questions even the veryprocess of autobiographical introspection. In the piece, the grammaticalfirst person (common in autobiography) blends with the third person, in amasquerade of characters through which chameleonic Hernández presents thehard lessons of what it entails, in this day and age, to be an experimentalstage artist in Puerto Rico. Teresa Hernández is a Puerto Rican stage artist. Since 1987 shehas written, directed and performed contemporary theater and dance, both inPuerto Rico’s commercial and experimental art scenes. Teresa’s creativeprojects are characterized by a consistent eschewing of traditionalartistic categories. Theater, dance, performance, dramatic text, movement,costumes, video and everyday objects are juxtaposed and confronted, placedin a liminal space where notions of precariousness are explored andcelebrated. Teresa’s characters explore and expose the anxieties ofeveryday life in Puerto Rican society, transversally investigating issuesof gender, class and race.","Hernández, Teresa| Performing arts Puerto Rico| Women in the performing arts| Autobiography| Experimental stage artists","Teresa Hernández",,
"HI2007.201_01","Corrections made to fields 'Episode part _ of _,' 245, 246, 518, 260, 508, 511, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"Nada que ver (composiciones escénicas sobre el yo) / $c Teresa Hernández, producer ; Taller de Otra Cosa, Inc., producer ; Producciones Teresa, no inc., producer ; Teresa Hernández, director ; Teresa Hernández, creator ; Teresa Hernández, writer.","Nada que ver","2006 Dec. 7.","HI","Spanish","Pedro Leopoldo Sánchez Tormes, assistant director ; Pedro Leopoldo Sánchez Tormes, production assistant ; Yamil Collazo, set design ; Eduardo Alegría, visuals ; Gisela Rosario, visuals ; Miguel Villafañe, visuals ; Deborah Hunt, tech director ; Viveca Vázquez, artistic consultant.",,"Teresa Hernández, protagonist ; Pedro Leopoldo Sánchez Tormes, guest performer.",,"Performance| Multimedia performance| Experimental performing arts",,"‘Nada que ver (composiciones escénicas sobre el yo)’ is a multimediaone-woman piece created and performed by Teresa Hernández exploring thetheme of Self. Seduced by the contradictions at play in theimpossibility of speaking of ‘self’ without referencing an ‘other,'the artist performs seven skits (divided in two acts, ‘Post-infarto’and ‘Parada’) combining monologues, experimental dance, and video, as asort of autobiography-in-flux, an exercise that questions even the veryprocess of autobiographical introspection. In the piece, the grammaticalfirst person (common in autobiography) blends with the third person, in amasquerade of characters through which chameleonic Hernández presents thehard lessons of what it entails, in this day and age, to be an experimentalstage artist in Puerto Rico. Teresa Hernández is a Puerto Rican stage artist. Since 1987 shehas written, directed and performed contemporary theater and dance, both inPuerto Rico’s commercial and experimental art scenes. Teresa’s creativeprojects are characterized by a consistent eschewing of traditionalartistic categories. Theater, dance, performance, dramatic text, movement,costumes, video and everyday objects are juxtaposed and confronted, placedin a liminal space where notions of precariousness are explored andcelebrated. Teresa’s characters explore and expose the anxieties ofeveryday life in Puerto Rican society, transversally investigating issuesof gender, class and race.","Hernández, Teresa| Performing arts Puerto Rico| Women in the performing arts| Autobiography| Experimental stage artists","Teresa Hernández",,
"HI2007.202_01","Corrections made to fields 'Episode part _ of _', 518, 260, 511, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"La muchacha de los libros usados / $c Grupo de Teatro Malayerba, producer ; Arístides Vargas, director ; Arístides Vargas, writer.",,2003,"HI","Spanish","José Rosales, costumes ; Grupo Malayerba, set design.",,"Daysi Sánchez, performer ; Diego Bolaños, performer ; María del Rosario 'Charo' Francés, performer ; Gerson Guerra, performer ; Cristina Marchán, performer ; Manuela Romoleroux, performer ; José Rosales, performer ; Joselino Suntaxi, performer ; Arístides Vargas, performer ; Santiago Villacís, performer.",,"Performance| Theater| Experimental theater| Ecuadorian theater",,"‘La muchacha de los libros usados’ tells the story of a girl whosefamily sold her to a soldier. Her life then unravels as a series ofexperiences related to the organized, symmetrical life of the army. Stillalmost a child, the girl is forced by the soldier to live in the barracks,treating her like a prized object. The night he decides to engage in sexualintercourse with her, the girl runs away and is hit by a bus. Whilestruggling between life and death, the girl looks back over events in herlife, realizing the symmetries at play in most people’s lives, as well asthe levels of control and repression enacted by people. The moment shesupposedly recovers, she decides to leave her husband/buyer for good. The Grupo de Teatro Malayerba (teatromalayerba.org) was founded in Quito in 1979 by Arístides Vargas, Susana Pautasso and María del Rosario ‘Charo’ Francés, immigrant actors originally from Argentina and Spain. From the start, Malayerba included actors with various backgrounds and nationalities, invested in the exploration of the rich cultural diversity and complex history of Ecuador, as well as issues of migration, exile, political violence and individual and collective memory. With over 2","Malayerba| Vargas, Arístides| Theater Ecuador| Latin American theater| Military-civil relations","Grupo de Teatro Malayerba",,
"HI2007.203_01","Corrections made to fields 'Episode part _ of _', 'Mastering Offset Timecode', 518, 260, 511, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"La muchacha de los libros usados / $c Grupo de Teatro Malayerba, producer ; Arístides Vargas, director ; Arístides Vargas, writer.",,2003,"HI","Spanish","José Rosales, costumes ; Grupo Malayerba, set design.",,"Daysi Sánchez, performer ; Diego Bolaños, performer ; María del Rosario 'Charo' Francés, performer ; Gerson Guerra, performer ; Cristina Marchán, performer ; Manuela Romoleroux, performer ; José Rosales, performer ; Joselino Suntaxi, performer ; Arístides Vargas, performer ; Santiago Villacís, performer.",,"Performance| Theater| Experimental theater| Ecuadorian theater",,"‘La muchacha de los libros usados’ tells the story of a girl whosefamily sold her to a soldier. Her life then unravels as a series ofexperiences related to the organized, symmetrical life of the army. Stillalmost a child, the girl is forced by the soldier to live in the barracks,treating her like a prized object. The night he decides to engage in sexualintercourse with her, the girl runs away and is hit by a bus. Whilestruggling between life and death, the girl looks back over events in herlife, realizing the symmetries at play in most people’s lives, as well asthe levels of control and repression enacted by people. The moment shesupposedly recovers, she decides to leave her husband/buyer for good. The Grupo de Teatro Malayerba (teatromalayerba.org) was founded in Quito in 1979 by Arístides Vargas, Susana Pautasso and María del Rosario ‘Charo’ Francés, immigrant actors originally from Argentina and Spain. From the start, Malayerba included actors with various backgrounds and nationalities, invested in the exploration of the rich cultural diversity and complex history of Ecuador, as well as issues of migration, exile, political violence and individual and collective memory. With over 2","Malayerba| Vargas, Arístides| Theater Ecuador| Latin American theater| Military-civil relations","Grupo de Teatro Malayerba",,
"HI2007.204_01","Corrections made to fields 'Episode part _ of _', 'Mastering Offset Timecode"", 518, 260, 500, 508, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"La razón blindada / $c Grupo de Teatro Malayerba, producer ; Arístides Vargas, director ; Arístides Vargas, writer.",,"2005 June 27.","HI","Spanish","José Rosales, costumes ; Grupo Malayerba, set design ; Elena Navarrete, music ; Elena Navarrete, lighting ; Unidad de Audiovisuales del Centro de Tecnología del Espectáculo, recorded by.",,"Gerson Guerra, performer ; Arístides Vargas, performer.",,"Performance| Theater| Experimental theater| Ecuadorian theater",,"‘La razón blindada’ is based on the classic novel ‘El Quijote’ byMiguel de Cervantes, Franz Kafka’s ‘The Truth about Sancho Panza,’and testimonies by Chicho Vargas and other political prisoners held in the1970’s at the Rawson Prison during Argentina’s dictatorship. In theplay, two political prisoners, oppressed by physical and emotional abuse,find solace in meeting every Sunday at dusk to tell the story of DonQuixote and Sancho Panza. Their storytelling unravels amidst the extremelimitations imposed by their condition of inmates in a maximum securityprison. It is fueled by the vital need to tell each other a story thatcould save them, that could transport them to a human adventure situated inthe realm of imagination, where hardship and fear can’t reach them, wherethe most intense pain can be mitigated by the act of imagining a differentreality. In this way, they continuously reinvent Don Quixote, theknight-errant who constantly takes windmills for giants, withered women formaidens, and prisons for paradises, a character who exiles himself ininsanity, that strange state of harmless straggle, an oblique strategy forsurvival. The Grupo de Teatro Malayerba (teatromalayerba.org) was founded in Quito in 1979 by Arístides Vargas, Susana Pautasso and María del Rosario ‘Charo’ Francés, immigrant actors originally from Argentina and Spain. From the start, Malayerba included actors with various backgrounds and nationalities, invested in the exploration of the rich cultural diversity and complex history of Ecuador, as well as issues of migration, exile, political violence and individual and collective memory. With over 2","Malayerba| Vargas, Arístides| Theater Ecuador| Political prisoners Argentina| Don Quixote","Grupo de Teatro Malayerba",,
"HI2007.205_01","Corrections made to fields 'Episode part _ of _', 'Mastering Offset Timecode', 518, 260, 500, 508, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"La razón blindada / $c Grupo de Teatro Malayerba, producer ; Arístides Vargas, director ; Arístides Vargas, writer.",,"2005 June 27.","HI","Spanish","José Rosales, costumes ; Grupo Malayerba, set design ; Elena Navarrete, music ; Elena Navarrete, lighting ; Unidad de Audiovisuales del Centro de Tecnología del Espectáculo, recorded by.",,"Gerson Guerra, performer ; Arístides Vargas, performer.",,"Performance| Theater| Experimental theater| Ecuadorian theater",,"‘La razón blindada’ is based on the classic novel ‘El Quijote’ byMiguel de Cervantes, Franz Kafka’s ‘The Truth about Sancho Panza,’and testimonies by Chicho Vargas and other political prisoners held in the1970’s at the Rawson Prison during Argentina’s dictatorship. In theplay, two political prisoners, oppressed by physical and emotional abuse,find solace in meeting every Sunday at dusk to tell the story of DonQuixote and Sancho Panza. Their storytelling unravels amidst the extremelimitations imposed by their condition of inmates in a maximum securityprison. It is fueled by the vital need to tell each other a story thatcould save them, that could transport them to a human adventure situated inthe realm of imagination, where hardship and fear can’t reach them, wherethe most intense pain can be mitigated by the act of imagining a differentreality. In this way, they continuously reinvent Don Quixote, theknight-errant who constantly takes windmills for giants, withered women formaidens, and prisons for paradises, a character who exiles himself ininsanity, that strange state of harmless straggle, an oblique strategy forsurvival. The Grupo de Teatro Malayerba (teatromalayerba.org) was founded in Quito in 1979 by Arístides Vargas, Susana Pautasso and María del Rosario ‘Charo’ Francés, immigrant actors originally from Argentina and Spain. From the start, Malayerba included actors with various backgrounds and nationalities, invested in the exploration of the rich cultural diversity and complex history of Ecuador, as well as issues of migration, exile, political violence and individual and collective memory. With over 2","Malayerba| Vargas, Arístides| Theater Ecuador| Political prisoners Argentina| Don Quixote","Grupo de Teatro Malayerba",,
"HI2007.206_01","Corrections made to fields 'Episode part _ of _', 245, 518, 260, 500, 508, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"Nuestra Señora de las Nubes / $c Grupo de Teatro Malayerba, producer ; Arístides Vargas, director ; Arístides Vargas, writer ; Paulina Tapia, producer ; Daysi Sanchez, producer ; Randi Krarup, producer.","Nuestra Señora de las Nubes (Segundo ejercicio sobre el exilio)","2001 June 28.","HI","Spanish","José Rosales, costumes & props ; Valentina Pacheco, costumes & props ; Alberto Caleris, music ; E. Villacís (El Vicho) & Surreal, graphic design.",,"María del Rosario 'Charo' Francés, performer ; Arístides Vargas, performer.",,"Performance| Theater| Experimental theater| Ecuadorian theater",,"‘Nuestra Señora de las Nubes’ (subtitled as an ’exercise onexile’) tells the story of the encounters of two political exiles, Oscarand Bruna, who meet in a nondescript place and time to share memories oftheir homeland, an ethereal, fictional town called Nuestra Señora de lasNubes (Our Lady of the Clouds). Constantly alternating between presentrealities and past memories, and with two pieces of luggage as solebelongings, the characters share anecdotes of their experience as exiles,their dreams, needs, frustrations, desires, loves, oblivions and memories.A town that only exists in the memory of expatriates, Nuestra Señora mapsthe experience of diaspora as an existential condition of permanentuprootedness, in this case inspired by the history of Latin American exile.Exile, in this work, becomes not only the physical loss of one's homeland,but the erosion of one's ability to remain inside one's own memories.Memory as a sort of joint venture, then, allows for the construction of anew territory to belong to, a new homeland of affect where to survive,yearn and remember. The Grupo de Teatro Malayerba (teatromalayerba.org) was founded in Quito in 1979 by Arístides Vargas, Susana Pautasso and María del Rosario ‘Charo’ Francés, immigrant actors originally from Argentina and Spain. From the start, Malayerba included actors with various backgrounds and nationalities, invested in the exploration of the rich cultural diversity and complex history of Ecuador, as well as issues of migration, exile, political violence and individual and collective memory. With over 2","Malayerba| Vargas, Arístides| Theater Ecuador| Latin American theater| Exile","Grupo de Teatro Malayerba",,
"HI2007.207_01","Corrections made to fields 'Episode part _ of _', 'Mastering Offset Timecode', 245, 518, 260, 500, 508, 520, and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"Nuestra Señora de las Nubes / $c Grupo de Teatro Malayerba, producer ; Arístides Vargas, director ; Arístides Vargas, writer ; Paulina Tapia, producer ; Daysi Sanchez, producer ; Randi Krarup, producer.","Nuestra Señora de las Nubes (Segundo ejercicio sobre el exilio)","2001 June 28.","HI","Spanish","José Rosales, costumes & props ; Valentina Pacheco, costumes & props ; Alberto Caleris, music ; E. Villacís (El Vicho) & Surreal, graphic design.",,"María del Rosario 'Charo' Francés, performer ; Arístides Vargas, performer.",,"Performance| Theater| Experimental theater| Ecuadorian theater",,"‘Nuestra Señora de las Nubes’ (subtitled as an ’exercise onexile’) tells the story of the encounters of two political exiles, Oscarand Bruna, who meet in a nondescript place and time to share memories oftheir homeland, an ethereal, fictional town called Nuestra Señora de lasNubes (Our Lady of the Clouds). Constantly alternating between presentrealities and past memories, and with two pieces of luggage as solebelongings, the characters share anecdotes of their experience as exiles,their dreams, needs, frustrations, desires, loves, oblivions and memories.A town that only exists in the memory of expatriates, Nuestra Señora mapsthe experience of diaspora as an existential condition of permanentuprootedness, in this case inspired by the history of Latin American exile.Exile, in this work, becomes not only the physical loss of one's homeland,but the erosion of one's ability to remain inside one's own memories.Memory as a sort of joint venture, then, allows for the construction of anew territory to belong to, a new homeland of affect where to survive,yearn and remember. The Grupo de Teatro Malayerba (teatromalayerba.org) was founded in Quito in 1979 by Arístides Vargas, Susana Pautasso and María del Rosario ‘Charo’ Francés, immigrant actors originally from Argentina and Spain. From the start, Malayerba included actors with various backgrounds and nationalities, invested in the exploration of the rich cultural diversity and complex history of Ecuador, as well as issues of migration, exile, political violence and individual and collective memory. With over 2","Malayerba| Vargas, Arístides| Theater Ecuador| Latin American theater| Exile","Grupo de Teatro Malayerba",,
"HI2007.208_01","Corrections made to fields 'Episode part _ of _', 245, 518, 260, 511, 520, 653 and 655.","Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60","original recording",,,,,"Donde el viento hace buñuelos / $c Grupo de Teatro Malayerba, producer ; Suda/k/ribe, producer ; Encuentro Ecuador - Puerto Rico, collective creation ; Arístides Vargas, director ; Arístides Vargas, writer.",,2004,"HI","Spanish","María Pilar Aponte, music by.",,"María del Rosario 'Charo' Francés, performer ; Rosa Luisa Márquez, performer ; María Pilar Aponte, performer.",,"Performance| Theater| Experimental theater| Collective creation",,"‘Donde el viento hace buñuelos’ crystallizes an ongoing artisticcollaboration Teatro Malayerba (Ecuador) and Rosa Luisa Márquez (PuertoRico), produced under the name Suda/k/ribe. Collaboratively created throughimprovisations by actresses María del Rosario ‘Charo’ Francés andRosa Luisa Márquez, the directorial and dramaturgical vision of ArístidesVargas, and the visual and spatial transformations by Puerto Rican artistAntonio Martorell, the play portrays the close relationship between twofriends, developed in multiple encounters through time and space in theslippery territory of memory.  The characters share the encounters anddisencounters experienced while living in countries traversed by borders,incommunication, censorship, indifference and violence. Between life anddeath, memories and games, Catalina and Miranda weave their relationship,turning friendship into a community of affect, a virtual homeland ofsolidarity where to live amidst political and spiritual exile. Music byPuerto Rican artist María Pilar Aponte (who performs an enigmaticcharacter, an Angel of Death of sorts) complements their journey betweenexile and memory, uprootedness and solidarity. The Grupo de Teatro Malayerba (teatromalayerba.org) was founded in Quito in 1979 by Arístides Vargas, Susana Pautasso and María del Rosario ‘Charo’ Francés, immigrant actors originally from Argentina and Spain. From the start, Malayerba included actors with various backgrounds and nationalities, invested in the exploration of the rich cultural diversity and complex history of Ecuador, as well as issues of migration, exile, political violence and individual and collective memory. With over 2","Malayerba| Vargas, Arístides| Collective creation| Latin American theater| Exile","Grupo de Teatro Malayerba",,
