HI_number,Correction_note,Format,Source_Tape_Generation,Series_Title,Meeting_Information,Run_time,Title,Alternate_Titles,Production_Information,Main_Production_Credits,Participants,Summary,Language,Subjects,Worktypes,Location,Rights_Holder
HI2007.142_01,"Corrections made to fields 245, 246 and 520.",Media source original:$e1 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Interview with Roberto Gutiérrez Varea & Violeta Luna (Secos y Mojados) / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer.",Interview with Secos y Mojados (Roberto Gutiérrez Varea & Violeta Luna),$c 2007 June 16.,"Pilar Rau, videographer.","Roberto Gutiérrez Varea, interviewee ; Violeta Luna, interviewee ; Sarah Townsend, interviewer.","Interview with Roberto Gutiérrez Varea and Violeta Luna of Secos y Mojados, conducted by Sarah Townsend as a part of the 6th Encuentro of the Hemispheric Institute of Performance and Politics, celebrated in June of 2007 in Buenos Aires, Argentina under the title ‘CORPOLÍTICAS en las Américas: Formaciones de Raza, Clase y Género / Body Politics in the Americas: Formations of Race, Class and Gender’ (http://hemi.nyu.edu/eng/seminar/2007/index.html). Secos y Lojados is a Latino performance collective co-founded by Violeta Luna (Mexico), Víctor Cartagena (El Salvador), David Molina (Argelia/El Salvador) and its director, Roberto G. Varea (Argentina). The collective is based in San Francisco, California (USA).",Spanish,Hemispheric Institute| Performance and politics| Body Politics| Secos y Mojados| U.S. - Mexico border migration,,"Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.143_01,Corrections made to fields 520 and 653.,Media source original:$e1 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Interview with Diamela Eltit / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer.",,$c 2007 June 16.,"Pilar Rau, videographer.","Diamela Eltit, interviewee ; Carmen Oquendo-Villar, interviewer.","Interview with Diamela Eltit, conducted by Carmen Oquendo-Villar as a part of the 6th Encuentro of the Hemispheric Institute of Performance and Politics, celebrated in June of 2007 in Buenos Aires, Argentina under the title ‘CORPOLÍTICAS en las Américas: Formaciones de Raza, Clase y Género / Body Politics in the Americas: Formations of Race, Class and Gender’ (http://hemi.nyu.edu/eng/seminar/2007/index.html). Diamela Eltit is a Chilean writer. She studied literature at the Universidad Católica de Chile and at the Universidad de Chile. She is founding member of the interdisciplinary group CADA.",Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Eltit, Diamela| Chile Arts and Politics",,"Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.144_01,"Corrections made to fields 245, 246 and 520.",Media source original:$e1 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Interview with Aaron Pollard & Stephen Lawson (2boys.tv) / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer.",Interview with 2boys.tv (Aaron Pollard & Stephen Lawson),$c 2007 June 16.,"Pilar Rau, videographer.","Aaron Pollard, interviewee ; Stephen Lawson, interviewee ; Ramón Rivera-Servera, interviewer.","Interview with Aaron Pollard and Stephen Lawson of 2boys.tv, conducted by Ramón Rivera-Servera as a part of the 6th Encuentro of the Hemispheric Institute of Performance and Politics, celebrated in June of 2007 in Buenos Aires, Argentina under the title ‘CORPOLÍTICAS en las Américas: Formaciones de Raza, Clase y Género / Body Politics in the Americas: Formations of Race, Class and Gender’ (http://hemi.nyu.edu/eng/seminar/2007/index.html). 2boys.tv (http://homepage.mac.com/woodsworth_pollard/2boystv/) is a duo based in Montréal, Canada. Their multimedia performance pieces often incorporate video projections, soundscapes, found and original music scores, transgendered apparitions, outrageous costume, props, vocal/textual works, and the art of lip-sync.",English,Hemispheric Institute| Performance and politics| Body Politics| 2boys.tv| Zona Pellucida,,"Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.145_01,"Corrections made to fields 245, 246, 520 and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"George Lewis Keynote Address: 'Living with Creative Machines' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; George Lewis, creator.",Living with Creative Machines,$c 2007 June 12.,"Karen Shimakawa, introducer ; Thomas Duc, videographer.","George Lewis, keynote speaker.","Video documentation of George Lewis’ keynote address, ‘Living WithCreative Machines’, presented as a part of the 6th Encuentro of theHemispheric Institute of Performance and Politics, celebrated in June of2007 in Buenos Aires, Argentina under the title ‘CORPOLÍTICAS en lasÁmericas: Formaciones de Raza, Clase y Género / Body Politics in the Americas: Formations of Race, Class andGender’. The computer is now an irreversible part of how improvisationhas become a site for interdisciplinary exploration, exchanges of personaland cultural narratives, and the blurring of boundaries between art forms.For George Lewis, living, working, and performing with creative machines ofhis own design is closely intertwined with the study of how improvisationproduces knowledge and meaning. Part memoir, part history and criticism,the talk intersects with critical histories of new media and Americanexperimentalism, as well as ethnographic and historical work onimprovisation. George E. Lewis (music.columbia.edu/faculty/lewis.html) isan improviser-trombonist, composer, and computer/installation artist. He isthe Edwin H. Case Professor of American Music at Columbia University. Hisbook, ‘Power Stronger Than Itself: The AACM and American ExperimentalMusic’ is forthcoming from the University of Chicago Press.",English,"Hemispheric Institute| Performance and politics| Body Politics| Lewis, George| Improvisation and new media",,"Auditorium, Buenos Aires Design, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.146_01,"Corrections made to fields 245, 246, 520 and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"George Lewis Keynote Address: 'Living with Creative Machines' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; George Lewis, creator.",Living with Creative Machines,$c 2007 June 12.,"Karen Shimakawa, introducer ; Thomas Duc, videographer.","George Lewis, keynote speaker.","Video documentation of George Lewis’ keynote address, ‘Living WithCreative Machines’, presented as a part of the 6th Encuentro of theHemispheric Institute of Performance and Politics, celebrated in June of2007 in Buenos Aires, Argentina under the title ‘CORPOLÍTICAS en lasÁmericas: Formaciones de Raza, Clase y Género / Body Politics in the Americas: Formations of Race, Class andGender’. The computer is now an irreversible part of how improvisationhas become a site for interdisciplinary exploration, exchanges of personaland cultural narratives, and the blurring of boundaries between art forms.For George Lewis, living, working, and performing with creative machines ofhis own design is closely intertwined with the study of how improvisationproduces knowledge and meaning. Part memoir, part history and criticism,the talk intersects with critical histories of new media and Americanexperimentalism, as well as ethnographic and historical work onimprovisation. George E. Lewis (music.columbia.edu/faculty/lewis.html) isan improviser-trombonist, composer, and computer/installation artist. He isthe Edwin H. Case Professor of American Music at Columbia University. Hisbook, ‘Power Stronger Than Itself: The AACM and American ExperimentalMusic’ is forthcoming from the University of Chicago Press.",English,"Hemispheric Institute| Performance and politics| Body Politics| Lewis, George| Improvisation and new media",,"Auditorium, Buenos Aires Design, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.147_01,"Corrections made to fields 245, 246, 500, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Rossana Reguillo Keynote Address: 'Condensaciones y desplazamientos: Las políticas del miedo en los cuerpos contemporáneos' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Rossana Reguillo, creator.",Condensaciones y desplazamientos: Las políticas del miedo en los cuerpos contemporáneos| Condensations and Displacements: The Politics of Fear in Contemporary Bodies,$c 2007 June 13.,"Marcial Godoy, introducer ; Thomas Duc, videographer.","Rossana Reguillo, keynote speaker.","Video documentation of Rossana Reguillo’s keynote address,‘Condensaciones y desplazamientos: Las políticas del miedo en loscuerpos contemporáneos’ (‘Condensations and Displacements: ThePolitics of Fear in Contemporary Bodies’), presented as a part of the 6thEncuentro of the Hemispheric Institute of Performance and Politics,celebrated in June of 2007 in Buenos Aires, Argentina under the title‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / Body Politics in the Americas:Formations of Race, Class and Gender’. ‘The dreams of reason producemonsters’ –two centuries later, Goya’s foresight affirms thenightmares of contemporary reason. In a context characterized by theunequal distribution of wealth and, especially, of risk, the politics offear make themselves felt on the bodies of citizens. Rooted in thesocioanthropology of affect, this lecture examines the centrality offear/terror/panic and the affect they produce (hatred, rage, sorrow, hope)in/between/on the social body. More than an inventory of traits andattributes of a threatening contemporaneity, it seeks to explore thesociopolitical and cultural impact of these processes in the‘production’ of bodies. Rossana Reguillo is a professor and researcherat the Department of Sociocultural Studies at ITESO, Guadalajara, Mexico.She earned her PhD in Social Sciences with a focus on SocialAnthropology.",Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Reguillo, Rossana| Politics of fear",,"Auditorium, Buenos Aires Design, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.148_01,"Corrections made to fields 245, 246, 500, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Rossana Reguillo Keynote Address: 'Condensaciones y desplazamientos: Las políticas del miedo en los cuerpos contemporáneos' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Rossana Reguillo, creator.",Condensaciones y desplazamientos: Las políticas del miedo en los cuerpos contemporáneos| Condensations and Displacements: The Politics of Fear in Contemporary Bodies,$c 2007 June 13.,"Marcial Godoy, introducer ; Thomas Duc, videographer.","Rossana Reguillo, keynote speaker.","Video documentation of Rossana Reguillo’s keynote address,‘Condensaciones y desplazamientos: Las políticas del miedo en loscuerpos contemporáneos’ (‘Condensations and Displacements: ThePolitics of Fear in Contemporary Bodies’), presented as a part of the 6thEncuentro of the Hemispheric Institute of Performance and Politics,celebrated in June of 2007 in Buenos Aires, Argentina under the title‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / Body Politics in the Americas:Formations of Race, Class and Gender’. ‘The dreams of reason producemonsters’ –two centuries later, Goya’s foresight affirms thenightmares of contemporary reason. In a context characterized by theunequal distribution of wealth and, especially, of risk, the politics offear make themselves felt on the bodies of citizens. Rooted in thesocioanthropology of affect, this lecture examines the centrality offear/terror/panic and the affect they produce (hatred, rage, sorrow, hope)in/between/on the social body. More than an inventory of traits andattributes of a threatening contemporaneity, it seeks to explore thesociopolitical and cultural impact of these processes in the‘production’ of bodies. Rossana Reguillo is a professor and researcherat the Department of Sociocultural Studies at ITESO, Guadalajara, Mexico.She earned her PhD in Social Sciences with a focus on SocialAnthropology.",Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Reguillo, Rossana| Politics of fear",,"Auditorium, Buenos Aires Design, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.149_01,"Corrections made to fields 245, 246, 500, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Diamela Eltit Keynote Address: 'Pliegues del cuerpo: Los síntomas del poder' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Diamela Eltit, creator.",Pliegues del cuerpo: Los síntomas del poder| Folds in the Body: The Symptoms of Power,$c 2007 June 15.,"Sylvia Molloy, introducer ; Thomas Duc, videographer.","Diamela Eltit, keynote speaker.","Video documentation of Diamela Eltit’s keynote address, ‘Pliegues delcuerpo: Los síntomas del poder’ (‘Folds in the Body: The Symptoms ofPower’), presented as a part of the 6th Encuentro of the HemisphericInstitute of Performance and Politics, celebrated in June of 2007 in BuenosAires, Argentina under the title ‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / BodyPolitics in the Americas: Formations of Race, Class and Gender’.‘Pliegues del cuerpo: Los síntomas del poder’ approaches the effectsof the body (of certain bodies) in the political arena and in aestheticspaces. It also posits the body as a symptom and an effect, examining thetrail of power it leaves in its wake. Diamela Eltit is a Chilean writer.She studied literature at the Universidad Católica de Chile and at theUniversidad de Chile. She is a founding member of the interdisciplinarygroup CADA.",Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Eltit, Diamela| Embodiment",,"Auditorium, Buenos Aires Design, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.150_01,"Corrections made to fields 245, 246, 500, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Diamela Eltit Keynote Address: 'Pliegues del cuerpo: Los síntomas del poder' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Diamela Eltit, creator.",Pliegues del cuerpo: Los síntomas del poder| Folds in the Body: The Symptoms of Power,$c 2007 June 15.,"Sylvia Molloy, introducer ; Thomas Duc, videographer.","Diamela Eltit, keynote speaker.","Video documentation of Diamela Eltit’s keynote address, ‘Pliegues delcuerpo: Los síntomas del poder’ (‘Folds in the Body: The Symptoms ofPower’), presented as a part of the 6th Encuentro of the HemisphericInstitute of Performance and Politics, celebrated in June of 2007 in BuenosAires, Argentina under the title ‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / BodyPolitics in the Americas: Formations of Race, Class and Gender’.‘Pliegues del cuerpo: Los síntomas del poder’ approaches the effectsof the body (of certain bodies) in the political arena and in aestheticspaces. It also posits the body as a symptom and an effect, examining thetrail of power it leaves in its wake. Diamela Eltit is a Chilean writer.She studied literature at the Universidad Católica de Chile and at theUniversidad de Chile. She is a founding member of the interdisciplinarygroup CADA.",Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Eltit, Diamela| Embodiment",,"Auditorium, Buenos Aires Design, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.151_01,"Corrections made to fields 245, 520, and 655.",Media source original:$e3 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Hip Hop Theater: An Evening with Danny Hoch / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Danny Hoch, creator.",,$c 2007 June 13.,"Gray Wetzler, videographer.","Danny Hoch, performer.","Video documentation of Danny Hoch’s bilingual solo performance ‘Hip-HopTheatre: An Evening with Danny Hoch’, presented as a part of the 6thEncuentro of the Hemispheric Institute of Performance and Politics,celebrated in June of 2007 in Buenos Aires, Argentina under the title‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / Body Politics in the Americas:Formations of Race, Class and Gender’. Danny Hoch (www.dannyhoch.com ) isan American actor, playwright and director. Founder of the Hip-Hop TheatreFestival, he is a senior fellow at the Vera List Center For Art & Politicsand he sits on the board of Theatre Communications Group, United States.Hip-Hop Theatre is not as much about the form as it is about the Hip-Hopgeneration that includes issues of race, class, ownership, self-determination,the prison industrial complex, Reaganomics, police brutality, drugs,globalization and technology. The video also includes a post-performancediscussion with the artist, moderated by Marlène Ramírez-Cancio.",English and Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Hoch, Danny| Hip Hop theater",Performance| Theater| Hip Hip theater| One-person show (Performing arts),"Teatro Empire, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.152_01,"Corrections made to fields 245, 520, and 655.",Media source original:$e3 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Hip Hop Theater: An Evening with Danny Hoch / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Danny Hoch, creator.",,$c 2007 June 13.,"Gray Wetzler, videographer.","Danny Hoch, performer.","Video documentation of Danny Hoch’s bilingual solo performance ‘Hip-HopTheatre: An Evening with Danny Hoch’, presented as a part of the 6thEncuentro of the Hemispheric Institute of Performance and Politics,celebrated in June of 2007 in Buenos Aires, Argentina under the title‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / Body Politics in the Americas:Formations of Race, Class and Gender’. Danny Hoch (www.dannyhoch.com ) isan American actor, playwright and director. Founder of the Hip-Hop TheatreFestival, he is a senior fellow at the Vera List Center For Art & Politicsand he sits on the board of Theatre Communications Group, United States.Hip-Hop Theatre is not as much about the form as it is about the Hip-Hopgeneration that includes issues of race, class, ownership, self-determination,the prison industrial complex, Reaganomics, police brutality, drugs,globalization and technology. The video also includes a post-performancediscussion with the artist, moderated by Marlène Ramírez-Cancio.",English and Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Hoch, Danny| Hip Hop theater",Performance| Theater| Hip Hip theater| One-person show (Performing arts),"Teatro Empire, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.153_01,"Corrections made to fields 245, 520, and 655.",Media source original:$e3 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Hip Hop Theater: An Evening with Danny Hoch / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Danny Hoch, creator.",,$c 2007 June 13.,"Gray Wetzler, videographer.","Danny Hoch, performer.","Video documentation of Danny Hoch’s bilingual solo performance ‘Hip-HopTheatre: An Evening with Danny Hoch’, presented as a part of the 6thEncuentro of the Hemispheric Institute of Performance and Politics,celebrated in June of 2007 in Buenos Aires, Argentina under the title‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / Body Politics in the Americas:Formations of Race, Class and Gender’. Danny Hoch (www.dannyhoch.com ) isan American actor, playwright and director. Founder of the Hip-Hop TheatreFestival, he is a senior fellow at the Vera List Center For Art & Politicsand he sits on the board of Theatre Communications Group, United States.Hip-Hop Theatre is not as much about the form as it is about the Hip-Hopgeneration that includes issues of race, class, ownership, self-determination,the prison industrial complex, Reaganomics, police brutality, drugs,globalization and technology. The video also includes a post-performancediscussion with the artist, moderated by Marlène Ramírez-Cancio.",English and Spanish,"Hemispheric Institute| Performance and politics| Body Politics| Hoch, Danny| Hip Hop theater",Performance| Theater| Hip Hip theater| One-person show (Performing arts),"Teatro Empire, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.154_01,"Corrections made to fields 245, 508, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Michelle Matlock: 'The Mammy Project' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Michelle Matlock , creator.",The Mammy Project,$c 2007 June 12.,"Kris Anton, multimedia design ; Andrea Ghersetich, stage manager ; Abeyamí Ortega, videographer.","Michelle Matlock , performer.","Video documentation of Michelle Matlock’s solo performance ‘The MammyProject’, presented as a part of the 6th Encuentro of the HemisphericInstitute of Performance and Politics, celebrated in June of 2007 in BuenosAires, Argentina under the title ‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / BodyPolitics in the Americas: Formations of Race, Class and Gender’. MichelleMatlock (www.themammyproject.com) is a native of Washington State, UnitedStates. Graduated from the National Shakespeare Conservatory in New YorkCity, she began developing her debut solo show ‘The Mammy Project’ in2001.  This one-woman performance is an original work made up of a seriesof monologues which explores the influence that the icon, stereotype andmyth of ‘Mammy’ has had on contemporary American culture. This videoalso includes a post-performance discussion with the artist, moderated byJill Lane.",English,"Hemispheric Institute| Performance and politics| Body Politics| Matlock, Michelle| Mammy Project",Performance| Theater| Solo performance,"Teatro Empire, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.155_01,"Corrections made to fields 245, 508, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"Michelle Matlock: 'The Mammy Project' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; Michelle Matlock, creator.",The Mammy Project,$c 2007 June 12.,"Kris Anton, multimedia design ; Andrea Ghersetich, stage manager ; Abeyamí Ortega, videographer.","Michelle Matlock , performer.","Video documentation of Michelle Matlock’s solo performance ‘The MammyProject’, presented as a part of the 6th Encuentro of the HemisphericInstitute of Performance and Politics, celebrated in June of 2007 in BuenosAires, Argentina under the title ‘CORPOLÍTICAS en las Ámericas: Formaciones de Raza, Clase y Género / BodyPolitics in the Americas: Formations of Race, Class and Gender’. MichelleMatlock (www.themammyproject.com) is a native of Washington State, UnitedStates. Graduated from the National Shakespeare Conservatory in New YorkCity, she began developing her debut solo show ‘The Mammy Project’ in2001.  This one-woman performance is an original work made up of a seriesof monologues which explores the influence that the icon, stereotype andmyth of ‘Mammy’ has had on contemporary American culture. This videoalso includes a post-performance discussion with the artist, moderated byJill Lane.",English,"Hemispheric Institute| Performance and politics| Body Politics| Matlock, Michelle| Mammy Project",Performance| Theater| Solo performance,"Teatro Empire, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.156_01,"Corrections made to fields 245, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"2boys.tv: 'Zona Pellucida' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; 2boys.tv, creator.",Zona Pellucida,$c 2007 June 12.,"Pilar Rau, videographer.","Stephen Lawson, performer ; Aaron Pollard, multimedia.","Within the folds of the zona pellucida, rapt in a somnambulous state, the‘accused’ begins to believe she is capable of the crimes with which shehas been charged, and that perhaps, somehow, she has indeed carried out thehorrific transgressions herself. ‘Zona Pellucida’, multimedia theaterpiece by 2boys.tv, was performed as a part of the 6th Encuentro of theHemispheric Institute of Performance and Politics, celebrated in June of2007 in Buenos Aires, Argentina under the title ‘CORPOLÍTICAS en lasAméricas: Formaciones de Raza, Clase y Género / Body Politics in the Americas: Formations of Race, Class andGender’. 2boys.tv (Aaron Pollard and Stephen Lawson) is a theater andcabaret duo based in Montréal, Canada. Their multimedia performance piecesoften incorporate video projections, soundscapes, found and original musicscores, transgendered apparitions, outrageous costume, props, vocal/textualworks, and the art of lip-sync. The video includes a post-performancediscussion with the artists, moderated by Ramón Rivera-Servera.",English,Hemispheric Institute| Performance and politics| Body Politics| 2boys.tv| Zona Pellucida,Performance| Theater| Multimedia performance,"Teatro Empire, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
HI2007.157_01,"Corrections made to fields 245, 520, and 655.",Media source original:$e2 videocassette (Mini DV) ; dimensions: 1/4 in. SP; film brand description: Panasonic DVM60,original recording,"CORPOLÍTICAS / Body Politics in the Americas: Formations of Race, Class and Gender","Hemispheric Institute Annual Seminar/Encuentro$n(6th :$d2007 :$cBuenos Aires, Argentina)",,"2boys.tv: 'Zona Pellucida' / $c Hemispheric Institute, producer ; Centro Cultural Recoleta, producer ; 2boys.tv, creator.",Zona Pellucida,$c 2007 June 12.,"Pilar Rau, videographer.","Stephen Lawson, performer ; Aaron Pollard, multimedia.","Within the folds of the zona pellucida, rapt in a somnambulous state, the‘accused’ begins to believe she is capable of the crimes with which shehas been charged, and that perhaps, somehow, she has indeed carried out thehorrific transgressions herself. ‘Zona Pellucida’, multimedia theaterpiece by 2boys.tv, was performed as a part of the 6th Encuentro of theHemispheric Institute of Performance and Politics, celebrated in June of2007 in Buenos Aires, Argentina under the title ‘CORPOLÍTICAS en lasAméricas: Formaciones de Raza, Clase y Género / Body Politics in the Americas: Formations of Race, Class andGender’. 2boys.tv (Aaron Pollard and Stephen Lawson) is a theater andcabaret duo based in Montréal, Canada. Their multimedia performance piecesoften incorporate video projections, soundscapes, found and original musicscores, transgendered apparitions, outrageous costume, props, vocal/textualworks, and the art of lip-sync. The video includes a post-performancediscussion with the artists, moderated by Ramón Rivera-Servera.",English,Hemispheric Institute| Performance and politics| Body Politics| 2boys.tv| Zona Pellucida,Performance| Theater| Multimedia performance,"Teatro Empire, Buenos Aires, Argentina",Hemispheric Institute of Performance and Politics
