"Subject","Subject-with-subfields","MARC field","Subject source","Metadata"
" Internet | Drama.","$aInternet$vDrama.",650,"Library of Congress Subject Headings",
" Interpersonal communication.","$aInterpersonal communication.",650,"Library of Congress Subject Headings","HI2019_066_01,HI2019_117_01"
" Interpersonal relations.","$aInterpersonal relations.",650,"Library of Congress Subject Headings",
" Interracial dating | Puerto Rico.","$aInterracial dating$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Interracial marriage | Social aspects.","$aInterracial marriage$xSocial aspects.",650,"Library of Congress Subject Headings",
" Interracial marriage | Puerto Rico.","$aInterracial marriage$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Inti Raymi Festival.","$aInti Raymi Festival.",650,"Library of Congress Subject Headings",
" Introspection.","$aIntrospection.",650,"Library of Congress Subject Headings",
" Inuit.","$aInuit.",650,"Library of Congress Subject Headings",
" Inuit | Music.","$aInuit$vMusic.",650,"Library of Congress Subject Headings",
" Inuit | Alaska.","$aInuit$zAlaska.",650,"Library of Congress Subject Headings",
" Iraq War, 2003-2011 | Drama.","$aIraq War, 2003-2011$vDrama.",650,"Library of Congress Subject Headings",
" Iraq War, 2003-2011 | Mass media and the war.","$aIraq War, 2003-2011$xMass media and the war.",650,"Library of Congress Subject Headings",
" Iraq War, 2003-2011 | Protest movements.","$aIraq War, 2003-2011$xProtest movements.",650,"Library of Congress Subject Headings","HI2019_158_01"
" Iraq War, 2003-2011 | Public opinion.","$aIraq War, 2003-2011$xPublic opinion.",650,"Library of Congress Subject Headings",
" Iroquois dance.","$aIroquois dance.",650,"Library of Congress Subject Headings",
" Iroquois Indians.","$aIroquois Indians.",650,"Library of Congress Subject Headings",
" Iroquois Indians | Music.","$aIroquois Indians$vMusic.",650,"Library of Congress Subject Headings",
" Iroquois Indians | Social life and customs.","$aIroquois Indians$xSocial life and customs.",650,"Library of Congress Subject Headings",
" Jazz | Political aspects.","$aJazz$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Jocasta (Greek mythology) | Drama.","$aJocasta (Greek mythology)$vDrama.",650,"Library of Congress Subject Headings",
" Kinship.","$aKinship.",650,"Library of Congress Subject Headings","HI2019_149_01"
" Kokopelli (Pueblo deity)","$aKokopelli (Pueblo deity)",650,"Library of Congress Subject Headings",
" Labor | New York (State) | New York.","$aLabor$zNew York (State)$zNew York.",650,"Library of Congress Subject Headings",
" Land reform | Mexico.","$aLand reform$zMexico.",650,"Library of Congress Subject Headings",
" Language and culture.","$aLanguage and culture.",650,"Library of Congress Subject Headings",
" Language and languages | Political aspects.","$aLanguage and languages$xPolitical aspects.",650,"Library of Congress Subject Headings","HI2019_064_01,HI2019_077_01"
" Language and languages | Variation.","$aLanguage and languages$xVariation.",650,"Library of Congress Subject Headings",
" Latin American drama.","$aLatin American drama.",650,"Library of Congress Subject Headings",
" Latin Americans | United States | Legal status, laws, etc.","$aLatin Americans$zUnited States$xLegal status, laws, etc.",650,"Library of Congress Subject Headings",
" Latin Americans | United States | Social conditions.","$aLatin Americans$zUnited States$xSocial conditions.",650,"Library of Congress Subject Headings",
" Lesbian couples.","$aLesbian couples.",650,"Library of Congress Subject Headings",
" Lesbian couples | Drama.","$aLesbian couples$vDrama.",650,"Library of Congress Subject Headings",
" Lesbian erotica.","$aLesbian erotica.",650,"Library of Congress Subject Headings",
" Lesbian feminism.","$aLesbian feminism.",650,"Library of Congress Subject Headings",
" Lesbian theater.","$aLesbian theater.",650,"Library of Congress Subject Headings",
" Lesbianism.","$aLesbianism.",650,"Library of Congress Subject Headings","HI2019_002_01,HI2019_003_01,HI2019_004_01,HI2019_005_01,HI2019_008_01,HI2019_009_01,HI2019_012_01,HI2019_149_01,HI2019_154_01"
" Linguistic change.","$aLinguistic change.",650,"Library of Congress Subject Headings",
" Linguistic rights.","$aLinguistic rights.",650,"Library of Congress Subject Headings",
" Longevity | Genetic aspects.","$aLongevity$xGenetic aspects.",650,"Library of Congress Subject Headings",
" Love songs.","$aLove songs.",650,"Library of Congress Subject Headings",
" Love songs | Latin America.","$aLove songs$zLatin America.",650,"Library of Congress Subject Headings",
" Love.","$aLove.",650,"Library of Congress Subject Headings","HI2020_003_01"
" Male actors | Colombia.","$aMale actors$zColombia.",650,"Library of Congress Subject Headings",
" Male dramatists | Colombia.","$aMale dramatists$zColombia.",650,"Library of Congress Subject Headings",
" Male impersonators.","$aMale impersonators.",650,"Library of Congress Subject Headings",
" Male singers.","$aMale singers.",650,"Library of Congress Subject Headings",
" Malnutrition.","$aMalnutrition.",650,"Library of Congress Subject Headings",
" Man-woman relationships.","$aMan-woman relationships.",650,"Library of Congress Subject Headings",
" Man-woman relationships | Drama.","$aMan-woman relationships$vDrama.",650,"Library of Congress Subject Headings",
" Manners and customs.","$aManners and customs.",650,"Library of Congress Subject Headings","HI2019_082_01"
" Mapuche Indians.","$aMapuche Indians.",650,"Library of Congress Subject Headings","HI2019_083_01,HI2019_110_01,HI2019_111_01,HI2019_124_01,HI2019_125_01,HI2019_132_01,HI2019_136_01"
" Mapuche women.","$aMapuche women.",650,"Library of Congress Subject Headings",
" Mapuche women | Interviews.","$aMapuche women$vInterviews.",650,"Library of Congress Subject Headings",
" Marginality, Social.","$aMarginality, Social.",650,"Library of Congress Subject Headings","HI2019_060_01,HI2019_064_01,HI2019_159_01,HI2020_009_01,HI2020_113_01,HI2020_114_01,HI2020_117_01"
" Marginality, Social | Colombia.","$aMarginality, Social$zColombia.",650,"Library of Congress Subject Headings",
" Mariachi.","$aMariachi.",650,"Library of Congress Subject Headings","HI2019_044_01"
" Mariachi | California.","$aMariachi$zCalifornia.",650,"Library of Congress Subject Headings",
" Marriage.","$aMarriage.",650,"Library of Congress Subject Headings","HI2019_058_01"
" Masacali Indians | Music.","$aMasacali Indians$vMusic.",650,"Library of Congress Subject Headings",
" Masculinity in art.","$aMasculinity in art.",650,"Library of Congress Subject Headings",
" Masculinity.","$aMasculinity.",650,"Library of Congress Subject Headings","HI2019_105_01"
" Masculinity | Drama.","$aMasculinity$vDrama.",650,"Library of Congress Subject Headings",
" Masculinity | Social aspects | Puerto Rico.","$aMasculinity$xSocial aspects$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Masculinity | Puerto Rico.","$aMasculinity$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Mask makers | Puerto Rico.","$aMask makers$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Mask making | Puerto Rico.","$aMask making$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Masks | Drama.","$aMasks$vDrama.",650,"Library of Congress Subject Headings",
" Masks | Andes Region.","$aMasks$zAndes Region.",650,"Library of Congress Subject Headings",
" Masks | Peru.","$aMasks$zPeru.",650,"Library of Congress Subject Headings",
" Masquerades | Peru.","$aMasquerades$zPeru.",650,"Library of Congress Subject Headings",
" Mass media and culture.","$aMass media and culture.",650,"Library of Congress Subject Headings","HI2019_129_01"
" Mass media and culture | United States.","$aMass media and culture$zUnited States.",650,"Library of Congress Subject Headings",
" Mass media and propaganda | Drama.","$aMass media and propaganda$vDrama.",650,"Library of Congress Subject Headings",
" Mass media and technology | Social aspects.","$aMass media and technology$xSocial aspects.",650,"Library of Congress Subject Headings",
" Mass media.","$aMass media.",650,"Library of Congress Subject Headings",
" Mass media | Political aspects.","$aMass media$xPolitical aspects.",650,"Library of Congress Subject Headings","HI2019_129_01"
" Mass media | United States.","$aMass media$zUnited States.",650,"Library of Congress Subject Headings",
" Masturbation | Religious aspects | Drama.","$aMasturbation$xReligious aspects$vDrama.",650,"Library of Congress Subject Headings",
" Materialism.","$aMaterialism.",650,"Library of Congress Subject Headings","HI2019_113_01,HI2019_152_01"
" Maya artists | Mexico | Chiapas.","$aMaya artists$zMexico$zChiapas.",650,"Library of Congress Subject Headings",
" Mayors | Colombia | Bogotá.","$aMayors$zColombia$zBogotá.",650,"Library of Congress Subject Headings",
" Medical care.","$aMedical care.",650,"Library of Congress Subject Headings",
" Melodrama.","$aMelodrama.",650,"Library of Congress Subject Headings",
" Memory | Political aspects.","$aMemory$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Memory | Political aspects | Mexico.","$aMemory$xPolitical aspects$zMexico.",650,"Library of Congress Subject Headings",
" Memory | Political aspects | Peru.","$aMemory$xPolitical aspects$zPeru.",650,"Library of Congress Subject Headings",
" Memory | Social aspects | Columbia | Bogotá.","$aMemory$xSocial aspects$zColumbia$zBogotá.",650,"Library of Congress Subject Headings",
" Memory | Social aspects | Latin America.","$aMemory$xSocial aspects$zLatin America.",650,"Library of Congress Subject Headings",
" Memory | Sociological aspects.","$aMemory$xSociological aspects.",650,"Library of Congress Subject Headings",
" Men | Identity | Drama.","$aMen$xIdentity$vDrama.",650,"Library of Congress Subject Headings",
" Menopause | Drama.","$aMenopause$vDrama.",650,"Library of Congress Subject Headings",
" Menopause | Social aspects.","$aMenopause$xSocial aspects.",650,"Library of Congress Subject Headings",
" Mental illness | Social aspects | Drama.","$aMental illness$xSocial aspects$vDrama.",650,"Library of Congress Subject Headings","HI2019_096_01"
" Mestizaje.","$aMestizaje.",650,"Library of Congress Subject Headings",
" Mestizos.","$aMestizos.",650,"Library of Congress Subject Headings",
" Metropolitan areas | Political aspects.","$aMetropolitan areas$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Mexican American actors.","$aMexican American actors.",650,"Library of Congress Subject Headings",
" Mexican American art.","$aMexican American art.",650,"Library of Congress Subject Headings",
" Mexican American children.","$aMexican American children.",650,"Library of Congress Subject Headings",
" Mexican American children | Education.","$aMexican American children$xEducation.",650,"Library of Congress Subject Headings",
" Mexican American children | Social conditions.","$aMexican American children$xSocial conditions.",650,"Library of Congress Subject Headings",
" Mexican American theater.","$aMexican American theater.",650,"Library of Congress Subject Headings",
" Mexican American women.","$aMexican American women.",650,"Library of Congress Subject Headings",
" Mexican American women | Portraits.","$aMexican American women$vPortraits.",650,"Library of Congress Subject Headings",
" Mexican Americans.","$aMexican Americans.",650,"Library of Congress Subject Headings",
" Mexican Americans | Drama.","$aMexican Americans$vDrama.",650,"Library of Congress Subject Headings",
" Mexican Americans | Ethnic identity.","$aMexican Americans$xEthnic identity.",650,"Library of Congress Subject Headings",
" Mexican Americans | Race identity.","$aMexican Americans$xRace identity.",650,"Library of Congress Subject Headings",
" Mexican Americans | Social conditions.","$aMexican Americans$xSocial conditions.",650,"Library of Congress Subject Headings",
" Mexican Americans | Study and teaching.","$aMexican Americans$xStudy and teaching.",650,"Library of Congress Subject Headings",
" Mexican Americans | California | Los Angeles | Social conditions | 20th century.","$aMexican Americans$zCalifornia$zLos Angeles$xSocial conditions$y20th century.",650,"Library of Congress Subject Headings",
" Mexican Americans | Mexican-American Border Region | Social conditions.","$aMexican Americans$zMexican-American Border Region$xSocial conditions.",650,"Library of Congress Subject Headings",
" Mexicans | Ethnic identity.","$aMexicans$xEthnic identity.",650,"Library of Congress Subject Headings",
" Mexicans | Violence against.","$aMexicans$xViolence against.",650,"Library of Congress Subject Headings",
" Mexicans | United States | Economic conditions | 21st century.","$aMexicans$zUnited States$xEconomic conditions$y21st century.",650,"Library of Congress Subject Headings",
" Mexicans | United States | Social conditions.","$aMexicans$zUnited States$xSocial conditions.",650,"Library of Congress Subject Headings",
" Migration, Internal.","$aMigration, Internal.",650,"Library of Congress Subject Headings",
" Migration, Internal | Peru.","$aMigration, Internal$zPeru.",650,"Library of Congress Subject Headings",
" Mind and body.","$aMind and body.",650,"Library of Congress Subject Headings",
" Minotaur (Greek mythology)","$aMinotaur (Greek mythology)",650,"Library of Congress Subject Headings",
" Miscommunication.","$aMiscommunication.",650,"Library of Congress Subject Headings",
" Mock trials | Drama.","$aMock trials$vDrama.",650,"Library of Congress Subject Headings",
" Modern dance.","$aModern dance.",650,"Library of Congress Subject Headings","HI2020_010_01,HI2020_011_01,HI2020_012_01,HI2020_013_01,HI2020_017_01"
" Modern dance | Puerto Rico.","$aModern dance$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Mohawk Indians.","$aMohawk Indians.",650,"Library of Congress Subject Headings",
" Mohawk Indians | Cultural assimilation | New York (State).","$aMohawk Indians$xCultural assimilation$zNew York (State).",650,"Library of Congress Subject Headings",
" Mohawk Indians | History.","$aMohawk Indians$xHistory.",650,"Library of Congress Subject Headings",
" Money in art.","$aMoney in art.",650,"Library of Congress Subject Headings",
" Money | Economic aspects.","$aMoney$xEconomic aspects.",650,"Library of Congress Subject Headings",
" Money | Political aspects.","$aMoney$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Money | Social aspects.","$aMoney$xSocial aspects.",650,"Library of Congress Subject Headings",
" Monologues with music.","$aMonologues with music.",650,"Library of Congress Subject Headings",
" Mothers and daughters.","$aMothers and daughters.",650,"Library of Congress Subject Headings","HI2020_134_01"
" Mothers.","$aMothers.",650,"Library of Congress Subject Headings","HI2019_007_01,HI2019_012_01,HI2019_020_01"
" Motion picture producers and directors.","$aMotion picture producers and directors.",650,"Library of Congress Subject Headings",
" Movement (Acting)","$aMovement (Acting)",650,"Library of Congress Subject Headings",
" Multiculturalism.","$aMulticulturalism.",650,"Library of Congress Subject Headings","HI2019_157_01,HI2019_162_01"
" Multiculturalism | Political aspects.","$aMulticulturalism$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Multiculturalism | Hawaii.","$aMulticulturalism$zHawaii.",650,"Library of Congress Subject Headings",
" Multiculturalism | United States.","$aMulticulturalism$zUnited States.",650,"Library of Congress Subject Headings","HI2019_157_01"
" Multilingual communication.","$aMultilingual communication.",650,"Library of Congress Subject Headings",
" Multilingualism.","$aMultilingualism.",650,"Library of Congress Subject Headings",
" Multimedia (Art)","$aMultimedia (Art)",650,"Library of Congress Subject Headings","HI2019_015_01,HI2019_016_01"
" Mural painting and decoration, Chilean.","$aMural painting and decoration, Chilean.",650,"Library of Congress Subject Headings",
" Mural painting and decoration | Political aspects | Chile.","$aMural painting and decoration$xPolitical aspects$zChile.",650,"Library of Congress Subject Headings",
" Murder | Denmark | Drama.","$aMurder$zDenmark$vDrama.",650,"Library of Congress Subject Headings",
" Murder | France | Paris | Drama.","$aMurder$zFrance$zParis$vDrama.",650,"Library of Congress Subject Headings",
" Museums in art | New York (N.Y.) | Manhattan.","$aMuseums in art$zNew York (N.Y.)$zManhattan.",650,"Library of Congress Subject Headings",
" Museums.","$aMuseums.",650,"Library of Congress Subject Headings","HI2020_113_01"
" Museums | Peru.","$aMuseums$zPeru.",650,"Library of Congress Subject Headings",
" Music and technology.","$aMusic and technology.",650,"Library of Congress Subject Headings",
" Music with audience participation.","$aMusic with audience participation.",650,"Library of Congress Subject Headings",
" Music-halls (Variety-theaters, cabarets, etc.)","$aMusic-halls (Variety-theaters, cabarets, etc.)",650,"Library of Congress Subject Headings",
" Music-halls (Variety-theaters, cabarets, etc.) | Political aspects.","$aMusic-halls (Variety-theaters, cabarets, etc.)$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Music-halls (Variety-theaters, cabarets, etc.) | Mexico.","$aMusic-halls (Variety-theaters, cabarets, etc.)$zMexico.",650,"Library of Congress Subject Headings",
" Music | African influences.","$aMusic$xAfrican influences.",650,"Library of Congress Subject Headings","HI2019_108_01"
" Music | Performance.","$aMusic$xPerformance.",650,"Library of Congress Subject Headings",
" Music | Political aspects.","$aMusic$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Music | Alaska.","$aMusic$zAlaska.",650,"Library of Congress Subject Headings",
" Music | Cuba | 20th century.","$aMusic$zCuba$y20th century.",650,"Library of Congress Subject Headings",
" Music | Latin America.","$aMusic$zLatin America.",650,"Library of Congress Subject Headings",
" Music | Mexico.","$aMusic$zMexico.",650,"Library of Congress Subject Headings",
" Music | Mexico | History and criticism","$aMusic$zMexico$xHistory and criticism",650,"Library of Congress Subject Headings",
" Music | Peru.","$aMusic$zPeru.",650,"Library of Congress Subject Headings",
" Musical theater | Cuba.","$aMusical theater$zCuba.",650,"Library of Congress Subject Headings",
" Musicals | New York (State) | New York | Drama.","$aMusicals$zNew York (State)$zNew York$vDrama.",650,"Library of Congress Subject Headings",
" Musicians, Black | Interviews.","$aMusicians, Black$vInterviews.",650,"Library of Congress Subject Headings",
" Musicians | Interviews.","$aMusicians$vInterviews.",650,"Library of Congress Subject Headings",
" Musicians | Peru.","$aMusicians$zPeru.",650,"Library of Congress Subject Headings",
" Nahua cosmology.","$aNahua cosmology.",650,"Library of Congress Subject Headings",
" Nahuas.","$aNahuas.",650,"Library of Congress Subject Headings",
" National characteristics, Peruvian.","$aNational characteristics, Peruvian.",650,"Library of Congress Subject Headings",
" National liberation movements | Puerto Rico.","$aNational liberation movements$zPuerto Rico.",650,"Library of Congress Subject Headings",
" National security | United States.","$aNational security$zUnited States.",650,"Library of Congress Subject Headings",
" Nationalism.","$aNationalism.",650,"Library of Congress Subject Headings","HI2019_048_01,HI2019_065_01,HI2019_147_01,HI2019_148_01"
" Nationalists | Puerto Rico.","$aNationalists$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Native American actors.","$aNative American actors.",650,"Library of Congress Subject Headings",
" Natural law.","$aNatural law.",650,"Library of Congress Subject Headings",
" Nature | Effect of human beings on | Drama.","$aNature$xEffect of human beings on$vDrama.",650,"Library of Congress Subject Headings","HI2019_083_01,HI2019_136_01"
" Navajo dance.","$aNavajo dance.",650,"Library of Congress Subject Headings",
" Navajo Indians.","$aNavajo Indians.",650,"Library of Congress Subject Headings",
" Navajo philosophy.","$aNavajo philosophy.",650,"Library of Congress Subject Headings",
" Naval maneuvers | Puerto Rico | Vieques Island | Drama.","$aNaval maneuvers$zPuerto Rico$zVieques Island$vDrama.",650,"Library of Congress Subject Headings",
" Neighborhoods.","$aNeighborhoods.",650,"Library of Congress Subject Headings",
" New Age movement.","$aNew Age movement.",650,"Library of Congress Subject Headings",
" Nonprofit organzations | Congresses.","$aNonprofit organzations$vCongresses.",650,"Library of Congress Subject Headings",
" Nutrition.","$aNutrition.",650,"Library of Congress Subject Headings",
" Nutritionally induced diseases.","$aNutritionally induced diseases.",650,"Library of Congress Subject Headings",
" Occultism.","$aOccultism.",650,"Library of Congress Subject Headings",
" Occupations and race.","$aOccupations and race.",650,"Library of Congress Subject Headings",
" Odysseus (Greek mythology)","$aOdysseus (Greek mythology)",650,"Library of Congress Subject Headings",
" Ojibwa literature.","$aOjibwa literature.",650,"Library of Congress Subject Headings",
" Opera.","$aOpera.",650,"Library of Congress Subject Headings","HI2019_017_01,HI2019_019_01,HI2019_031_01"
" Opera | Colombia | Bogotá.","$aOpera$zColombia$zBogotá.",650,"Library of Congress Subject Headings",
" Operas, Chinese.","$aOperas, Chinese.",650,"Library of Congress Subject Headings",
" Oppression (Psychology)","$aOppression (Psychology)",650,"Library of Congress Subject Headings",
" Oral tradition.","$aOral tradition.",650,"Library of Congress Subject Headings",
" Oral tradition | North America.","$aOral tradition$zNorth America.",650,"Library of Congress Subject Headings",
" Oral tradition | Northwest Coast of North America.","$aOral tradition$zNorthwest Coast of North America.",650,"Library of Congress Subject Headings",
" Ordnance testing | Puerto Rico | Vieques Island | Drama.","$aOrdnance testing$zPuerto Rico$zVieques Island$vDrama.",650,"Library of Congress Subject Headings",
" Other (Philosophy)","$aOther (Philosophy)",650,"Library of Congress Subject Headings","HI2019_153_01"
" Outlaws | California | 19th century | Drama.","$aOutlaws$zCalifornia$y19th century$vDrama.",650,"Library of Congress Subject Headings",
" Pain in art.","$aPain in art.",650,"Library of Congress Subject Headings",
" Panza, Sancho (Fictitious character)","$aPanza, Sancho (Fictitious character)",650,"Library of Congress Subject Headings",
" Paranoia | Drama.","$aParanoia$vDrama.",650,"Library of Congress Subject Headings",
" Parody in art.","$aParody in art.",650,"Library of Congress Subject Headings","HI2019_145_01,HI2020_007_01"
" Participatory theater.","$aParticipatory theater.",650,"Library of Congress Subject Headings","HI2019_117_01"
" Pastoral drama, Mexican.","$aPastoral drama, Mexican.",650,"Library of Congress Subject Headings",
" Patriarchy.","$aPatriarchy.",650,"Library of Congress Subject Headings","HI2019_094_01"
" Peace movements.","$aPeace movements.",650,"Library of Congress Subject Headings",
" People with disabilities and the performing arts.","$aPeople with disabilities and the performing arts.",650,"Library of Congress Subject Headings","HI2019_053_01,HI2019_133_01,HI2020_010_01,HI2020_011_01,HI2020_012_01,HI2020_013_01"
" People with disabilities | Peru.","$aPeople with disabilities$zPeru.",650,"Library of Congress Subject Headings",
" Perception.","$aPerception.",650,"Library of Congress Subject Headings",
" Percussion music.","$aPercussion music.",650,"Library of Congress Subject Headings","HI2020_001_01,HI2020_120_01"
" Performance art","$aPerformance art",650,"Library of Congress Subject Headings","HI2019_013_01,HI2019_014_01"
" Performance art | History.","$aPerformance art$xHistory.",650,"Library of Congress Subject Headings",
" Performance art | Political aspects.","$aPerformance art$xPolitical aspects.",650,"Library of Congress Subject Headings","HI2019_061_01"
" Performance art | Political aspects | Guatemala.","$aPerformance art$xPolitical aspects$zGuatemala.",650,"Library of Congress Subject Headings",
" Performance art | Political aspects | Latin America.","$aPerformance art$xPolitical aspects$zLatin America.",650,"Library of Congress Subject Headings","HI2019_091_01"
" Performance art | Political aspects | Mexico.","$aPerformance art$xPolitical aspects$zMexico.",650,"Library of Congress Subject Headings",
" Performance art | Political aspects | Puerto Rico.","$aPerformance art$xPolitical aspects$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Performance art | Political aspects | United States.","$aPerformance art$xPolitical aspects$zUnited States.",650,"Library of Congress Subject Headings",
" Performance art | Religious aspects.","$aPerformance art$xReligious aspects.",650,"Library of Congress Subject Headings",
" Performance art | Social aspects.","$aPerformance art$xSocial aspects.",650,"Library of Congress Subject Headings",
" Performance art | Technique.","$aPerformance art$xTechnique.",650,"Library of Congress Subject Headings",
" Performance art | America.","$aPerformance art$zAmerica.",650,"Library of Congress Subject Headings",
" Performance art | America | Political aspects.","$aPerformance art$zAmerica$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Performance art | Argentina.","$aPerformance art$zArgentina.",650,"Library of Congress Subject Headings",
" Performance art | Chile.","$aPerformance art$zChile.",650,"Library of Congress Subject Headings","HI2019_129_01"
" Performance art | Chile | Santiago.","$aPerformance art$zChile$zSantiago.",650,"Library of Congress Subject Headings",
" Performance art | Colombia.","$aPerformance art$zColombia.",650,"Library of Congress Subject Headings",
" Performance art | Cuba.","$aPerformance art$zCuba.",650,"Library of Congress Subject Headings",
" Performance art | Dominican Republic.","$aPerformance art$zDominican Republic.",650,"Library of Congress Subject Headings",
" Performance art | Latin America | Political aspects.","$aPerformance art$zLatin America$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Performance art | Mexico.","$aPerformance art$zMexico.",650,"Library of Congress Subject Headings",
" Performance art | New York (N.Y.) | Bronx.","$aPerformance art$zNew York (N.Y.)$zBronx.",650,"Library of Congress Subject Headings",
" Performance art | New York (N.Y.) | Manhattan.","$aPerformance art$zNew York (N.Y.)$zManhattan.",650,"Library of Congress Subject Headings",
" Performance art | New York (State) | New York.","$aPerformance art$zNew York (State)$zNew York.",650,"Library of Congress Subject Headings",
" Performance art | Peru.","$aPerformance art$zPeru.",650,"Library of Congress Subject Headings",
" Performance art | United States.","$aPerformance art$zUnited States.",650,"Library of Congress Subject Headings",
" Performance art | United States | Exhibitions.","$aPerformance art$zUnited States$vExhibitions.",650,"Library of Congress Subject Headings",
" Performance art | United States | Social aspects.","$aPerformance art$zUnited States$xSocial aspects.",650,"Library of Congress Subject Headings",
" Performance art | United States | 20th century.","$aPerformance art$zUnited States$y20th century.",650,"Library of Congress Subject Headings",
" Performance artists.","$aPerformance artists.",650,"Library of Congress Subject Headings",
" Performance artists | Political activity.","$aPerformance artists$xPolitical activity.",650,"Library of Congress Subject Headings",
" Performance artists | Political aspects.","$aPerformance artists$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Performance artists | Responsibility.","$aPerformance artists$xResponsibility.",650,"Library of Congress Subject Headings","HI2019_012_01"
" Performance artists | America.","$aPerformance artists$zAmerica.",650,"Library of Congress Subject Headings",
" Performance artists | Cuba.","$aPerformance artists$zCuba.",650,"Library of Congress Subject Headings",
" Performance artists | Guatemala.","$aPerformance artists$zGuatemala.",650,"Library of Congress Subject Headings",
" Performance artists | Latin America.","$aPerformance artists$zLatin America.",650,"Library of Congress Subject Headings",
" Performance artists | Mexico.","$aPerformance artists$zMexico.",650,"Library of Congress Subject Headings",
" Performance poetry.","$aPerformance poetry.",650,"Library of Congress Subject Headings",
" Performance poetry | United States.","$aPerformance poetry$zUnited States.",650,"Library of Congress Subject Headings",
" Performance poets | Mexico.","$aPerformance poets$zMexico.",650,"Library of Congress Subject Headings",
" Performing arts and youth.","$aPerforming arts and youth.",650,"Library of Congress Subject Headings",
" Performing arts.","$aPerforming arts.",650,"Library of Congress Subject Headings","HI2020_010_01,HI2020_011_01,HI2020_012_01"
" Performing arts | Philosophy.","$aPerforming arts$xPhilosophy.",650,"Library of Congress Subject Headings",
" Performing arts | Political aspects.","$aPerforming arts$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Performing arts | Political aspects | Argentina.","$aPerforming arts$xPolitical aspects$zArgentina.",650,"Library of Congress Subject Headings",
" Performing arts | Political aspects | Chile.","$aPerforming arts$xPolitical aspects$zChile.",650,"Library of Congress Subject Headings",
" Performing arts | Political aspects | Peru.","$aPerforming arts$xPolitical aspects$zPeru.",650,"Library of Congress Subject Headings",
" Performing arts | Psychological aspects.","$aPerforming arts$xPsychological aspects.",650,"Library of Congress Subject Headings",
" Performing arts | Religious aspects","$aPerforming arts$xReligious aspects",650,"Library of Congress Subject Headings",
" Performing arts | Social aspects","$aPerforming arts$xSocial aspects",650,"Library of Congress Subject Headings",
" Performing arts | Study and teaching.","$aPerforming arts$xStudy and teaching.",650,"Library of Congress Subject Headings",
" Performing arts | Argentina.","$aPerforming arts$zArgentina.",650,"Library of Congress Subject Headings",
" Performing arts | Brazil.","$aPerforming arts$zBrazil.",650,"Library of Congress Subject Headings",
" Performing arts | Chile.","$aPerforming arts$zChile.",650,"Library of Congress Subject Headings","HI2019_130_01,HI2019_138_01"
" Performing arts | Colombia | Bogotá.","$aPerforming arts$zColombia$zBogotá.",650,"Library of Congress Subject Headings",
" Performing arts | Cuba.","$aPerforming arts$zCuba.",650,"Library of Congress Subject Headings",
" Performing arts | Dominican Republic.","$aPerforming arts$zDominican Republic.",650,"Library of Congress Subject Headings",
" Performing arts | Latin America.","$aPerforming arts$zLatin America.",650,"Library of Congress Subject Headings",
" Performing arts | Mexico.","$aPerforming arts$zMexico.",650,"Library of Congress Subject Headings",
" Performing arts | New York (State) | New York.","$aPerforming arts$zNew York (State)$zNew York.",650,"Library of Congress Subject Headings",
" Performing arts | Peru.","$aPerforming arts$zPeru.",650,"Library of Congress Subject Headings",
" Performing arts | Puerto Rico.","$aPerforming arts$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Persona (Literature)","$aPersona (Literature)",650,"Library of Congress Subject Headings",
" Peruvians | Ethnic identity.","$aPeruvians$xEthnic identity.",650,"Library of Congress Subject Headings",
" Phaedra (Greek mythology)","$aPhaedra (Greek mythology)",650,"Library of Congress Subject Headings",
" Photojournalism | Political aspects | Mexico | San Cristóbal de Las Casas.","$aPhotojournalism$xPolitical aspects$zMexico$zSan Cristóbal de Las Casas.",650,"Library of Congress Subject Headings",
" Photojournalists | Mexico | Interviews.","$aPhotojournalists$zMexico$vInterviews.",650,"Library of Congress Subject Headings",
" Physical-appearance-based bias.","$aPhysical-appearance-based bias.",650,"Library of Congress Subject Headings",
" Pilgrims and pilgrimages in art | New York (State) | New York.","$aPilgrims and pilgrimages in art$zNew York (State)$zNew York.",650,"Library of Congress Subject Headings",
" Pirates.","$aPirates.",650,"Library of Congress Subject Headings",
