"HI #","Inventory","DMD Finalized","Title","Alternate title 1","Alternate title 2","Alternate title 3","Alternate title 4","Alternate title 5","Collection","Conference","Event type","Date of event","Location information","Subject","Summary","Artist bio","Copyright holder","Main production credits","Participants","Run time","Run time rounded","Source media format","How many source media form items?","Language","Language note","Publication cycle","Copyright contact designation","Copyright address","Copyright business phone","Copyright mobile phone","Copyright fax","Copyright email 1","Copyright email 2","Copyright email 3","Copyright website"
"HI2020_221_01","7pvmd528","checked","Dead Poets Slam",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.",,"Nuyorican Poets Cafe, New York, NY, USA"," Collective memory., Poetry slams., Spoken word poetry.,"" Influence (Literary, artistic, etc.)""","This ""Dead Poets Slam"" footage features a themed night of poetry slam at the Cafe. In this comptetion between the Nuyorican poets and the People's Poetry Gathering, each team must perform the poem of a dead poet whom they have selected. Each team's members recite a poem from a dead poets in the two rounds of the slam as the judges decide who best honored their chosen poets. The People's Poetry Gathering featured team members Farrow, Juan Martínez, Dan Perry, Mara Kahn, and Jonathan Reed. The Nuyorican team featured Aya de Leon, Kalayla, and Yolanda Wilkinson. The event was hosted by Nathan P. and also featured guest performances by Thomas Lynch and DuEwa Frazier.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Aya de Leon, Kalayla, and Yolanda Wilkinson, Nathan P, The People's Poetry Gathering (Farrow, Juan Martínez, Dan Perry, Mara Kahn, and Jonathan Reed), Thomas Lynch, and DuEwa Frazier","2:01:13.00","2:01","videocassette Mini DV 1/4 in. Standard Play (SP)",2,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_222_01","3xsj44jx","checked","Verbs on Asphalt Launch",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Cultural publications.",2000,"Nuyorican Poets Cafe, New York, NY, USA"," Collective memory., Political poetry.,"" Influence (Literary, artistic, etc.)"", Spoken word poetry.","This is footage of the launch of Verbs on Asphalt, a digital compendium dedicated to the beginning of the poetry slam in New York City. Created by longtime Nuyorican member Clare Ultimo, Verbs on Asphalt featured interviews, photos, videos, and other documentation of various performers, founders, and prominent figures at the Nuyorican Poets Cafe. This launch event featured words and presentations by Clare Ultimo, Miguel Algarín, Lois Elaine Griffith, Keith Roach, and Bob Holman, as well as a performance by Regie Cabico.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Clare Ultimo, Miguel Algarín, Lois Elaine Griffith, Keith Roach, Bob Holman, Regie Cabico","36:33.00","0:37","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_223_01","08kps1p2","checked","1996 Grand Slam",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Poetry.",1996,"Nuyorican Poets Cafe, New York, NY, USA"," Political poetry., Community power., Spoken word poetry., Social justice in art., Empowerment","The 1996 Grand Slam featured one of the more storied group of contestants in a single year of the poetry slam. Competing for the title of Grand Slam Champion are Saul Williams, MuMs the Schemer, Jamal St. John, Beeau Sia, Jessica Care Moore, Ay Tac, and Carmen Renée. Each artist comes to the stage with their best poems to vie for the coveted Grand Slam Champion title. Not featured in this excerpt is artist Saul Williams winning the Grand Slam title, and becoming one of only seven poets to claim that victory. Saul Williams, Jessica Care Moore, Beau Sia, and MuMs the Schemere were all members of the 1996 Slam team and are featured in filmmaker Paul Devlin's documentary SlamNation (1998). The Slam is hosted by Bob Holman who first introduced the poetry slam to the Nuyorican Poets Cafe in 1988 and who hosted the slam from 1988-1996. Holman went on to found the Bowery Poetry Club.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Saul Williams, Jessica Care Moore, MuMs the Schemer, Beau Sia, Carmen Renée, Ay Tac, Jamal St. John, and Bob Holman","1:05:10.00","1:05","Hi8",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_224_01","vhhmh1cc","checked","1999 Grand Slam (Version 1)",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance",1999,"Nuyorican Poets Cafe, New York, NY, USA"," Social justice in art., Empowerment, Social movements., Political poetry., Spoken word poetry., Poetry slams.","In this footage from the 1999 Grand Slam, the best of the year's poets take the stage to compete for the coveted title. The 1999 contestants are Staceyann Chin, Talalm Acey, Felice Belle, and Kirk Nugent. Opening with a guest performance by 1998 Grand Slam Champion Kayo, the competition then begins with riveting poems by Staceyann Chin, Talalm Acey, and Felice Belle. Not featured in this excerpt is footage of the other poets' performances, nor of Kirk Nugent ultimately winning the grand prize and being crowned 1999 Grand Slam Champion of the Nuyorican Poets Cafe. The slam is hosted by Keith Roach, who serves as the Friday night host from 1997-2001.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith","Videographer: Tom Poole","Kayo, Keith Roach, Staceyann Chin, Talalm Acey, Kirk Nugent, and Felice Belle","1:00:58.00","1:01","Hi8",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_225_01","qrfj70w8","checked","1999 Grand Slam (Version 2)",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance",1999,"Nuyorican Poets Cafe, New York, NY, USA"," Poetry slams., Political poetry., Empowerment, Social justice in art., Spoken word poetry.","In this footage from the 1999 Grand Slam, the best of the year's poets take the stage to compete for the coveted title. The 1999 contestants are Staceyann Chin, Talalm Acey, Felice Belle, and Kirk Nugent. Opening with a guest performance by 1998 Grand Slam Champion Kayo, the competition then features a fierce battle with riveting poems by each of the poets. This footage also includes performances by then-Wednesday Night Slam host Dot Antoniades, Dialectic, and Steve Colman. Artist and producer Steve Donaldson also makes a brief presentation. Not featured in this excerpt is footage of Kirk Nugent ultimately winning the grand prize and being crowned 1999 Grand Slam Champion of the Nuyorican Poets Cafe. The slam is hosted by Keith Roach, who serves as the Friday night host from 1997-2001.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith","Videographer: Tom Poole","Kayo, Staceyann Chin, Dialectic, Dot Antoniades, Felice Belle, Steve Colman, Talalm Acey, Keith Roach, Kirk Nugent, and Steve Donaldson.","2:01:43.00","2:02","VHS-C",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_226_01","m0cfz0d8","checked","Friday Night Slam: August 2003",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance","August 2003","Nuyorican Poets Cafe, New York, NY, USA"," Political poetry., Empowerment, Spoken word poetry., Social justice in art., Poetry slams.","This footage from 2003 depicts a typical Friday evening of poetry slam at the Nuyorican Poets Cafe. This particular evening features the works of poets Brionn Bain, Clare Ultimo, Staceyann Chin, Steve Colman, Jive Poetic, Flow Mentalz, Kenaya, Rob Hilton, Julian C. Curry, and Brother Earl. Each poet competes in multiple rounds in the hopes of advancing so that they may compete in the Grand Slam Championship, for the highly coveted title of Grand Slam Champion. Also featured is Vislavski, who is the 1998 German National Slam Poetry Champion. This Friday Night Slam is hosted by Karen Jaime, who served as host from 2003 to 2005.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Brionn Bain, Clare Ultimo, Staceyann Chin, Steve Colman, Jive Poetic, Flow Mentalz, Kenaya, Rob Hilton, Julian C. Curry, Brother Earl, Vislavski, and Karen Jaime","1:03:01.00","1:03","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English,German",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_227_01","g79cnzwr","checked","2003 Grand Slam",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance","May 9, 2003","Nuyorican Poets Cafe, New York, NY, USA"," Desire., Empowerment, Social justice in art., Violence., Poetry slams., Political poetry.","In this footage from the 2003 Grand Slam, the poets who wowed audiences throughout the year's slams compete for the title of Grand Slam Champion. Featured in the 2003 battle are Julian C. Curry, Daniel Beaty, Vanessa Hidary, and Carlos Gomez. The competition is a challenging battle between each of the skilled poets as they offer heartfelt works touching on themes as varied as desire, violence, racism, and the longing for an absent parent's love and presence. In the end, Julian C. Curry goes on to claim the championship title. The evening is hosted by Karen Jaime, who serves as the Friday night host from 2003-2005.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Julian C. Curry, Daniel Beatty, Vanessa Hidary, Carlos Gómez, and Karen Jaime.","31:11.00","0:31","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_228_01","bg79czbc","checked","Friday Night Slam: Keith Roach Hosts (Version 1)",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance",,"Nuyorican Poets Cafe, New York, NY, USA"," Poetry slams., Political poetry., Empowerment, Social justice in art., Spoken word poetry.","This footage depicts a typical Friday evening of poetry slam at the Nuyorican Poets Cafe. Featured in this footage are poets Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, and Zendé. Each poet seeks to impress the audience with their poetry and delivery as they compete throughout the multiple rounds of the slam. This evening is hosted by Keith Roach, who intersperses the poems and the scoring with his signature jazz-infused musings and background music. Roach serves as host of the Friday Night Slam from 1997-2001.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, Zendé, and Keith Roach","55:09.00","0:55","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_229_01","6q573xt1","checked","Friday Night Slam: Keith Roach Hosts (Version 2)",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance",,"Nuyorican Poets Cafe, New York, NY, USA"," Poetry slams., Political poetry., Empowerment, Social justice in art., Spoken word poetry.","This footage depicts a typical Friday evening of poetry slam at the Nuyorican Poets Cafe. Featured in this footage are poets Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, and Zendé. Each poet seeks to impress the audience with their poetry and delivery as they compete throughout the multiple rounds of the slam. This evening is hosted by Keith Roach, who intersperses the poems and the scoring with his signature jazz-infused musings and background music. Roach serves as host of the Friday Night Slam from 1997-2001.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, Zendé, and Keith Roach","1:02:31.00","1:03","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_230_01","31zcrtz3","checked","2004 Grand Slam",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Performance,Spoken word poetry.",2004,"Nuyorican Poets Cafe, New York, NY"," Empowerment, Poetry slams., Spoken word poetry., Social justice in art., Political poetry.","In this footage from the 2004 Grand Slam, the best of the year's poets take the stage to compete for the coveted title. The 2004 contestants include Desiree Marshall, Scorpio Blues, Daniel Beaty, August, Inner City, Lamb, and Jive Poetic. Like the preceeding years, the competition then features a fierce battle with riveting poems by each of the poets. At the end of this excerpt, the audience ultimately crowns Daniel Beaty the 2004 Grand Slam Champion of the Nuyorican Poets Cafe. The slam is hosted by Karen Jaime, who serves as the Friday night host from 2003-2005.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Desiree Marshall, Scorpio Blues, Daniel Beaty, August, Inner City, Lamb, and Jive Poetic","55:32.00","0:56","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_231_01","z8w9gtnd","checked","2002 Semi Final Grand Slam (Version 1)",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance","December 13, 2002","Nuyorican Poets Cafe, New York, NY, USA"," Poetry slams., Political poetry., Social justice in art., Empowerment, Spoken word poetry.","The 2002 Semi Final for the Grand Slam featured the poetics of Bogeyman, E Baby, The Phoenix, Dutch, Conquest, Bohemian Fifth, Carlos Gomez, and Mahogany L. Browne. Each artist comes to the stage with their best poems in the hopes of advancing to the next round, where they can compete for the Grand Slam Champion title. Not featured here is Khalil Al-Moustafa, who goes on to claim the title of 2002 Grand Slam Champion. This semi final slam is hosted by Felice Belle, who is the regular Friday Night Slam host from 2001-2003. ","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Bogeyman, E Baby, The Phoenix, Dutch, Conquest, Bohemian Fifth, Carlos Gomez, Mahogany L. Browne, and Felice Belle.","1:17.00","0:01","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_232_01","tht76t48","checked","2002 Semi Final Grand Slam (Version 2)",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance","December 13, 2002","Nuyorican Poets Cafe, New York, NY, USA"," Poetry slams., Spoken word poetry., Social justice in art., Political poetry., Empowerment","The 2002 Semi Final for the Grand Slam featured the poetics of Bogeyman, E Baby, The Phoenix, Dutch, Conquest, Bohemian Fifth, Carlos Gomez, and Mahogany L. Browne. Each artist comes to the stage with their best poems in the hopes of advancing to the next round, where they can compete for the Grand Slam Champion title. Not featured here is Khalil Al-Moustafa, who goes on to claim the title of 2002 Grand Slam Champion. This semi final slam is hosted by Felice Belle, who is the regular Friday Night Slam host from 2001-2003. ","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Bogeyman, E Baby, The Phoenix, Dutch, Conquest, Bohemian Fifth, Carlos Gomez, Mahogany L. Browne, and Felice Belle.","46:10.00","0:46","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_233_01","prr4xsms","checked","Clare Ultimo Tribute",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Tribute.,Performance",2009,"Nuyorican Poets Cafe, New York, NY, USA"," Collective memory., Political poetry., Empowerment, Artistic collaboration., Poetry slams., Spoken word poetry.","Nuyorican all stars from across the Cafe's history gather to celebrate Clare Ultimo's enduring tenure at the Nuyorican Poets Cafe. Ultimo oversees the slam from the early 90s until 2009 and is thusly honored for her years of hard work. Featured performers include Khali Al-Moustafa, Kevin O'Neal, Vanessa Hidary, Jamal St. John, Carlos Andrés Gómez, and Aja Monet. The event is hosted by Felice Belle, who serves as the Friday Night Slam host from 2001-2003.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Khali Al-Moustafa, Kevin O'Neal, Vanessa Hidary, Jamal St. John, Carlos Andrés Gómez, Aja Monet, and Felice Belle.","35:20.00","0:35","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_234_01","k0p2ns4x","checked","Friday Night Slam: May 2000",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Performance,Spoken word poetry.","May 6, 2000","Nuyorican Poets Cafe, New York, NY, USA"," Poetry slams., Political poetry., Spoken word poetry., Empowerment, Social justice in art.","This footage depicts a typical Friday evening of poetry slam at the Nuyorican Poets Cafe. Featured in this footage are poets Tammy Park, Bryonn Bain, Ingrid Rivera, Steve Connel, Sha T, and Ana Mae. Each poet seeks to impress the audience with their poetry and delivery as they compete throughout the multiple rounds of the slam. This evening is hosted by Keith Roach, who intersperses the poems and the scoring with his signature jazz-infused musings and background music. Roach serves as host of the Friday Night Slam from 1997-2001.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith",,"Tammy Park, Bryonn Bain, Ingrid Rivera, Steve Connell, Sha T, Ana Mae, Steve Connell, Ingrid Rivera, Queen God Is, Kirk Nugent, and Keith Roach","2:05:15.00","2:05","videocassette Mini DV 1/4 in. Standard Play (SP)",2,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
"HI2020_235_01","f7m0crmk","checked","2000 Grand Slam",,,,,,"The Nuyorican Poets Cafe Founders Archive Project",,"Spoken word poetry.,Performance",2000,"Nuyorican Poets Cafe, New York, NY, USA"," Empowerment, Spoken word poetry., Poetry slams., Political poetry., Social justice in art.","In this footage from the 2000 Grand Slam, the best of the year's poets take the stage to compete for the coveted title. The 2000 contestants include Bassey Ikpi, Jamal St. John, Bryonn Bain, and many more. Like the preceeding years, the competition then features a fierce battle with riveting poems by each of the poets. At the end of this excerpt, the audience ultimately crowns Daniel Beaty the 2004 Grand Slam Champion of the Nuyorican Poets Cafe. The slam is hosted by Felice Belle, who is substituting for Keith Roach, the Friday night host from 1997-2001.","The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith","Videographer: Tom Poole","Bassey Ikpi, Jamal St. John, Bryonn Bain, and Felice Belle.","1:05:15.00","1:05","videocassette Mini DV 1/4 in. Standard Play (SP)",1,"English",,"2020-12 December","Lois Elaine Griffith",,,,,"loisegriffith@gmail.com",,,
